product_name,content,photo,score,regdate,order_id,label
무농약 건고추,빠른배송 감사합니다.,,3,,1 ,0
무농약 건고추,굵기도 적당하고 맛있게  매워요 ,,1,,1 ,0
무농약 건고추,깨끗하고 맵기도 적당하고 좋습니다.,,5,,1 ,0
무농약 건고추,김치 담가보았는데 정말 만족입니다,,5,,1 ,0
무농약 건고추,올 해도 구매했습니다 ~ 믿고 먹습니다.,,5,,1 ,0
무농약 건고추,좋아요 색이 예뻐요.,,5,,1 ,0
무농약 건고추,좋아요^^ 감사합니다..,,4,,1 ,0
무농약 건고추,상품이 좋네요. 엄마가 만족하십니다.,,4,,1 ,0
무농약 건고추,무농약재배라 믿음이갑니다,,5,,1 ,0
무농약 청양고추,신선해요 짱,,4,,1 ,0
무농약 청양고추,상태가 아주 좋네요,,3,,1 ,0
무농약 청양고추,고추 꼭지가 절반 이상은 녹아서 왔어요. 최상품이 아닌 것 같아요.,,3,,1 ,1
무농약 청양고추,신선하고 적당한 크기 입니다.,,5,,1 ,0
무농약 청양고추,너무 좋아요. 다음에 또 구매하겠습니다.,,4,,1 ,0
무농약 청양고추,배송은 조금 걸렸지만 고추는 정말 좋습니다.,,1,,1 ,0
무농약 청양고추,포장이 꼼꼼하고 배송이 빨라요,,5,,1 ,0
무농약 홍고추,좋아요 만족합니다ㅎ,,5,,1 ,0
무농약 홍고추,좋은 고추를 보내주셔서 고맙습니다. 사장님.  번창하세요 다음번에 또 구매할께요~~,,5,,1 ,0
무농약 홍고추,고추가 끝물이라 좋으리라 생각은 안 했지만 많이 안 좋으네요,,4,,1 ,1
무농약 홍고추,전라도 김치가 맛있는게 고추때문인가 싶을정도로 맛깔나게 생긴 고추입니다.,,4,,1 ,0
무농약 홍고추,품질도 좋고 배송도 빠르고 만족합니다.,,4,,1 ,0
무농약 홍고추,고추 크고 아주 예뻐요. 잘 말랐구요,,2,,1 ,0
무농약 홍고추,물기가 좀 있었지만 대부분 상태가 좋습니다,,3,,1 ,0
무농약 홍고추,매번 주문해요 깔끔한 포장과 넉넉한 양 좋은 품질~~ 지연 문자까지 너무 친절하세요,,3,,1 ,0
무농약 홍고추,언제나 빠른 배송과 가격!,,5,,1 ,0
무농약 홍고추,고추 신선하고 좋아요 감사합니다,,4,,1 ,0
일반 건고추,고추가 부숴져 있지도 않고 잘 말려서 와서 퀄리티 좋다는 소리 들었네요^^,,4,,1 ,0
일반 건고추,건고추가 실하고 깨끗해 보여요. 고춧가루도 색이 선명하고 고와서 김치 담으면 맛있어보일 듯해요.,,5,,1 ,0
일반 건고추,건고추 말랑거림 없이 잘 건조되고 맵기도 적당하고 고추 품질도 대만족입니다^^,,4,,1 ,0
일반 건고추,오오 너무 맛나요 적당히 칼칼하면서도 맛있네요^^,,4,,1 ,0
일반 건고추,고추의 상태가 잘 건조되었고 가루를 내서보니 좋습니다.,,4,,1 ,0
일반 건고추,최상품은 아니에요.  고추씨가 완전히 여물지 못했고 검은 씨가 많이 나왔어요.,,5,,1 ,1
일반 건고추,기대가 컸나봅니다 인터넷에 올려놓으신거랑은 차이가 느껴지네요,,4,,1 ,1
일반 건고추,고추가 매우 좋습니다. 무게도 정확하게 잘왔고 배송도 빠릅니다.,,4,,1 ,0
일반 건고추,빻아봐야 알겠지만 고추상태가 아쉽네요ㅠㅠ,,2,,1 ,1
일반 건고추,포장도 튼튼하고 깔끔하게 해주셨구요~고추색깔도 좋아요,,2,,1 ,0
일반 청양고추,고추가 너무 싱싱하고 양도 많아 네번째 주문했습니다. 품질에 정말 정말 만족입니다.,,3,,1 ,0
일반 청양고추,"와~ 진짜.. 내가 원하던 매운 고추~ 딴딴하고, 맛있고, 매움~ 매움~ 좋아요~",,1,,1 ,0
일반 청양고추,꼭지 상태보니 바로 따서 보내주는것은 아닌것 같아요. 말라있는게 많았어요.,,5,,1 ,1
일반 청양고추,매운맛은 기본으로 잘 갖춘 고추를 받았네요~ 신경써서 보내주셔서 감사합니다~  재구매의사 백퍼입니당,,4,,1 ,0
일반 청양고추,배송도 빠르고 품질도 좋아요,,4,,1 ,0
일반 청양고추,싱싱한 고추를 보내주셔서 맛나게 고추삭힘 했어요,,1,,1 ,0
일반 청양고추,박스를열었는데 매콤한게 냄새가 좋고 품질도좋고 싱싱 한게  맘에드네요,,4,,1 ,0
일반 청양고추,개봉해보니 매운향이 솔솔 나네요 상품도 신선하고 깨끗해요,,5,,1 ,0
일반 청양고추,이번고추는 역대급 맵고 싱싱하고 단단하고 최곱니다~~~,,4,,1 ,0
일반 청양고추,맵고 상품상태 너무좋아요! ,,5,,1 ,0
일반 청양고추,싱싱하고 아삭아삭하고 맵고 맛있어요,,4,,1 ,0
일반 청양고추,가끔 배송이 늦어지긴 하네요 ㅠ,,5,,1 ,1
일반 홍고추,"약간 시들, 단단함 조금 부족 . ㅠㅠ 특별한 포장없이 박스에만 담겨있었는데 봉지나, 깨끗한 종이에 한 번 포장해서 보내주셨으면 좋겠습니다.",,3,,1 ,1
일반 홍고추,잘 받았습니다. 빠른 배송 해주셔서 감사합니다. 수고하셨습니다,,4,,1 ,0
일반 홍고추,늘 믿고 구매합니다~^^ 홍고추가 아주 신선해요,,1,,1 ,0
일반 홍고추,빠른배송 감사합니다 김치 담을때 물고추 갈아서 만들면 맛나요,,1,,1 ,0
일반 홍고추,좀 늦은 주문이라 별기대가 없었는데 싱싱한게 좋아보이네요 만족합니다,,4,,1 ,0
일반 홍고추,싱싱하고 좋은거 왔어요,,4,,1 ,0
일반 홍고추,홍고추 거의 끝물이라 별기대안하고 받았는데 싱싱하고 좋네요,,4,,1 ,0
일반 홍고추,아주 좋아요 홍고추 요즘 비싸던데 싸게 잘산것 같아요,,5,,1 ,0
일반 홍고추,좋아요~~싱싱해요~~,,5,,1 ,0
일반 홍고추,싱싱하고 포장상태 좋아요,,5,,1 ,0
일반 홍고추,"조금 아쉬운점은, 박스에 고추가 바로담겨왔네요 신문이나, 뽁뽁이를 깔았다면 더안전했을거같아요",,4,,1 ,1
일반 홍고추,좋아요 ~~~~~~~,,5,,1 ,0
일반 홍고추,고추 잘와서 오자마자 씻어서 말렸어요! 확실히 색이 고운 고추가루를 만들수있었어요,,3,,1 ,0
일반 홍고추,빤딱빤딱하니 상태좋네요 싸게 잘샀어요 최고,,1,,1 ,0
일반 홍고추,얼려놓고 요리에 사용하려구요 잘 먹을께요,,4,,1 ,0
